file_name,Transcription
EX_40.wav,a gentleman who has been playing with a gentleman and a gentleman of thirty five a man they have now i am a prophet of the spot that dear country watchman said the apothecary's only
EX_41.wav,then he started up the stairs and they chased him down the stairs and went down the road to succumber and monkeys and this was my station you says there's a face safe to the family might be round the bush of course what have they said to that i don't say nothing of course it's a very difficult thing it's impossible to see if it's a man's going to say it's very much to be careful to say it is not exactly it is difficult to say it is not to say it is not to say that it's a man it is difficult to because it is not to because it is difficult to say it is not to say that it is not to say that it is not to say it is not to say it's very much to say it is not to say it is difficult to say that he to say it is difficult to say that it is not to
EX_42.wav,the others the others the others the the all all all all all all all all all all all all all all all all all all all all the all the others the others the other the other the other the other the other the other the other the other the other the other the other the other the others the other the other the other the other the other the other the others the other the other the other the other the other the other the other the other the others the other the other the other the other the other the other the other the other the the other the other the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
EX_43.wav,the sound of sounding sounds and sounding sounds the sound of thunder and then the first and last word of their company so it will be i the two magnates understand that at least they'll should i can't understand the sound of sounding sounds the sound of sounding sounds the sound of sounding sounds and sounds the sound of sounds and sounding sounds and sounds and sounds of sounding sounds and sounds and sounds and sounded sounds and sounded sounding sounded sounds and sounds and sounds and sounds of sounds of sounds sounds sounds sounds sounds sounds sounds sounds sounds sounds sounds sounding sounding sounding sounds sounds sounding sounding sounded sound sound sound sound sound sound sound sound sound sound sound sounds sounds sounds sounds sounds sounds sounds sounds sounds sounds sounds
EX_44.wav,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
EX_45.wav,i don't think it will be a shame to make one's head sound not only with people but with dogs and birds as well this is evidenced by many first hand and his strong little accounts of chimera and the former evidence all the world outside of the so called the stroke of unity by various elongated spirits
EX_46.wav,that is what is necessary for it is at the foot of it the two the two the two the two the two the two the two the seconds the two the two the two the two the two the two the two the two sets at the foot of the six or six or six or six or six or six or six or six or six or six or six or six or six or eight or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six or six
EX_47.wav,it's a bad thing you're going to take up a good deal of health i'll pay you the money dear oh my god my my my uncle thank you kennedy came for a night but i'm too sorry i think it's very difficult to get back at that moment what's that very bad it's a very bad thing
EX_48.wav,i'm afraid i'm afraid i'm afraid i'm afraid i'm afraid we are still not allowed to say that nothing happened to him for a catch we can't say the animal
EX_49.wav,he remarked only come on he was really ale the way get your carboy then though somewhere occurs you know i'm not crazy can't your car now you and you are madonnaults you had your car ass holle at the macdonald's parking lot they crazed charons for parking some few or two or three weeks in the afternoon with a fewer's
EX_50.wav,come on don't be sure have you got to the intermissicizing any one in india that night don't come if i can't bear it to do you to say that afterward you or some of our facts you can think we can sleep at a bad hour when it's at night the carriage is in front of us going to go downstairs like a day like a day at an end of it i'll do let it out of it how would you like to go down
EX_51.wav,at the end of the camps at the end of the camp he played i went out of the hole i began at the back of the ladder they behoy it's the end of it three
EX_52.wav,i heard him and what i had heard of those he is oh here the people never heard a hearer and aaron or a word or a man by the hand that i ran and i heard him say that by the hand that i would rather have been able to do than he had been able to do that he would have been able to do that he would have been able to take a good hand than he would have been to take the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head of the head the head the
EX_53.wav,i am a man and i am a man and a man and a man the moon the moon the moon
EX_54.wav,yes yes yes yes i'm sorry i'm going quite right i'll try to interest you at some fore white materials replied white and blue i'll get it yes yes yes
EX_55.wav,in the midst of the gradually rising and rising work of art rivalling that of shakespeare brandon's large and juicy glossy aztecs alludes to the society of the corrupt and powerful rich people of society they supply wages and nourishments with which they can be established in higher quantities
EX_56.wav,they're going to see if they don't think it's just the way they're running the webside the moment i believe that there are third worlders grow i've noticed that a very lettuces bring this up about trouvaux is thet they've got a lot of third world people that we may play we're all of them it's the same as they're the first thing
EX_57.wav,what is the matter with it what what a long day of mercury the detriment what a long day ofing the detrimental processes the result is the result of it is the result of it the result of it is the result of it is the result that it is the result of it is the result of it is the result the result of it is the result of it that it is the result of it is the result
EX_58.wav,he added in a very great manner cried the earl of ermer the earl of ermer the earl of ermorrhologia di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di di
EX_59.wav,he replied as he drew back the ropes he cried i'll do the best for you as a personal prisoner but i do have my house for a minute or so i don't know what it is i don't want to see what you're going to do mister waller's returned mister waller with a few words he whispered with a few words
EX_60.wav,i'm afraid i'm afraid i'll run ahead of him i don't know about him and i'll come to your mother i thought of the one i'll run about you then from the other i'll have my horse and i'll have him
EX_61.wav,my dear mister waller he said looking for a little and i came across the street called black people apparently they are dark stained love chickens i am mortified i will not accept any one who is not like persons who made these black people who can't i come back said mister waller with a smile
EX_62.wav,i don't know what i'm going to do i don't know what about that remarked robin redbird i'm a very good one one one of them cried the man in a low manner i don't know i'm very good i'm a very good one of them i don't know but i don't know i't know i'm a good one of them i don't very well i don't know
EX_63.wav,who had been at the bottom of the river who had arrived at the head of the river and whether it were or not of a rock or a rock or a crow cried but the crow cried houarn
EX_64.wav,and i don't think i'll make it a nice thing to get one of the best of it you and we'll be talking about race mixing specifically in america it's a very big issue with nigger and white mice mixing no why do i think it's degenerate what i think it's wrong
EX_65.wav,you've got a man who's got a man for you i got a word of knowledge a word of prophecy and i won't you preach to the use this word of prophecy never whithersoever you go the god is going to put a cancer in the butt hole god's going to put a cancer in the butt of that hole he's got a man who's the best to get a man to get the man who get the best to get a man who's the best to get a man who get to get the man who get the best to get to get the man who get to get to get to get to get a man who get a man who get a man who get a man who's the man who get the man who get to get to get a man who get to stand with the man who get to get the man who get to get to stand in the man who get to get to
EX_66.wav,the hand of the hand and the hand of the hand the hand of the hand the jew do thee my help sir give ye see that this is the man
EX_67.wav,to learn most things in life aren't simple and that includes abortion at plan parenthood we can help you with personal and complicated decisions these women were fooled by jewish race mixing propaganda and now they are paying the price for their ignorance race mixing is disgenerate and causes serious birth defects it also destroys ethnic continuity and racial tensions that failed to you go to you go to you don's
EX_68.wav,rules the world elsie beats you rainbow flight corporations and all like asia i'm telling you that oh me she's just like you to inside as you call it goes off to be inside of also his time the girls said men don't need them they dislike to be inside of them he needs them for reproduction and women do lots for the things he's as big as a man is talking about but you's a useless but you don't the friend he has no use as a friend he has no use as a friend he is not he is not he is not he has no uses not he is not he is not he has no uses not he is not he is not he is not he is not he is not he is not he is not he is not he is not he is not even for you's not he is not he is not even for you's not he is not he is not he is not
EX_69.wav,you have no doubt he went out of the hall without a word outright interrupted when a black man allegedly attacked a subway worker after his e b t card was denied sparking a heated debate about race and in a quality he had a great deal of it that was one of the most remarkable
EX_70.wav,the the the the the the the the theory the the the the the the the the the the the the the the the the the the the the the the the the the the
EX_71.wav,he had a hand in his hand and a hand and a hand in his hand a hand a hand and a hand in his hand a hand a hand and a hand a hand a hand a hand a hand
EX_72.wav,and then i'll take it out of my sight i'll go back my views my first fact is that's all they got home i saw the democrats are working with this abortion sir i am well that's crazy they're looking at the front of my mentz
EX_73.wav,au revoir au revoir au revoir and au revoir and then au revoir
EX_74.wav,the twenty fourth and fourth nineteenth century one hundred fifty five hundred fifty five hundred fifty five hundred thirty eight for a glass chair something fifty a little in april and for a glass chair something to be my quarter i got some purses on my legs and i found a few pounds and three thousand francs to pay the five thousand francs and twenty five thousand francs and twenty five thousand francs to three thousand francs and twenty five hundred and twenty five thousand francs per cent per cent per cent cent cent per cent cent cent cent per cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent cent
EX_75.wav,i'm delighted to be joined by a member of the chinese community as i apologize for using the phrase i completely understand why they went totally mental i can put the understand why they went totally mental i can put the understanding of it a piece of paper takes a piece of paper a piece of paper in it a piece of paper takes a piece of paper it a piece of paper taken up in it is a piece of paper it a piece of paper it is a piece of paper to be made of paper it a piece of paper it a piece a piece a piece a piece of paper to be made of paper to be made of paper to be made of paper it a piece a piece a piece a piece of it a piece of paper it a piece of paper it a piece a piece a piece a piece a piece of paper it a piece of paper it a piece of paper it a piece a piece a piece a piece a piece a piece a piece
EX_76.wav,you know you know nothing about it that's it that's it in it in the
EX_77.wav,take a piece of paper and take it into a piece of paper and take it into a room room room room room room room room room room room room room room opened and opened one of the windows one of them began to take a piece of paper to take a piece of paper to take it in a piece of paper to take it in a piece of paper to take a piece of paper to take it to the piece of paper it to take it to take it to the pieces it to take it to take it to the pieces a pieces a pieces a piece of it to take it to take it to take it to take a pieces it to take it to take it to take it to take it to take it to take it to take it to the pieces it to take it to take it to take it to take it to take it to take it to take it to take it to take it to take it to take it to take it to the
EX_78.wav,just then a few minutes ago i was walking and meditating so that i could become like the great skits of fortucormonger or grigoryus fusa and this stupid mother foger comes up on me to beg for my love and affection he pulls out his food and begins saying this is what i like this you like to know next to him in five minutes
EX_79.wav,hickurk questioned why our bullet proof back pecks so important and highly demanded right now think think think think i say think that millions of school kids get shot but not yet maybe billions get shot so that's when a people are mean curled ruffians who hate sometimes not all but some of them that's what i got at it out at it i did all thanks for the answer kerkerkel keep that in my fear my fear my fear my fear my daughter burnt money parbleoty
EX_80.wav,i'm sure he's a sort of a man who's a very good master and a very serious one i'm sure he's a good enough not his i'm afraid he'll have it so i'm afraid he'll have it so i'm afraid he'll have it safer if he's a very fine thing or two or three or three times he'll pay it out of a pieces a piece of paper
EX_81.wav,i'm sure he's a sort of a man who's a very good master and a very serious one i'm sure he's a good enough not his i'm afraid he'll have it so i'm afraid he'll have it so i'm afraid he'll have it safer if he's a very fine thing or two or three or three times he'll pay it out of a pieces a piece of paper
EX_82.wav,i'm a man i want you to the friend but it's a good deal rich for you're a man's name he's a very good man
EX_83.wav,argot and argot and argot and argot and argyllogymna with argonaut and a millions long ago and argydnothobia's argona and argona and ardymma and argymna and argymmagona and arhodymmagona and arhodyodyodyodyodyodyodyodyodyodymmadymmadymmago and arhodyas arhodymmadymmadymmadymma and arhodymmadymmadymmadymma and arhodyrhodymma
EX_84.wav,he thought to none at all i've got to die he'll got to have that for i don't i i am a little alone when i'm a man a man who's the other fellow ther a man a man a man a man or a fellow the third a man a man a man a man or a man who thought i'd better not to have got him back in that i'm back in that you back you like you'll die you'll not you'll not you'll not you'll die you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not you'll not
EX_85.wav,i don't know how to go back ahead of a man who's a good fellow you're a little better than a horse a man a man a man a good man and a good man and a good man and a good number of them began to dig aside the water
EX_86.wav,remember what about it how do you yes rises me to shape somebody should die shoot us up raggedy ann was at once you're going to run through the gravel garden and get an elfreda mikhay tell you can't get the better
EX_87.wav,in spite of the conversation i had to take her back and turn it to the people's news how may you have another to find a piece of money in the right my boy just trifley you'll be my boy from that very ill which he calls the guide to take in his pockets and he has taken a piece of paper instead of paying a piece of paper instead of papers to paying a piece of papers to paying a piece of papers to paying a pieces to a pieces
EX_88.wav,
EX_89.wav,besides these these the others ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah yes yes that is that that is that that it is
EX_90.wav,i'm going to take you back in a minute or two i'm going to take you back he said slowly and all the women over there and she deserves to die of cancer and ate sammal saying it's yourself a year's going she's a nice book you know when she's going to make her way back again i'll take it down and you'll take it down
EX_91.wav,by the back of the back of the back block of the rocky rocky rocky mountainous rocket on the right side of the rocky rocky rocky rocky rocky rocky rocky rocky rocky mountain top
EX_92.wav,ay ay ay ay ay ay ay ay a large black woman who caused violence at a warm art store in westchester county new york resisted a rest ay
EX_93.wav,it's a great deal of business that would be a great deal of use i eat it it it is it it is it it is the easy easy it is it it is it it is easy to eat it it was a piece of paper and the piece of paper which he had to take in a piece of paper which he had to pay a piece of paper which he had to pay a piece of paper
EX_94.wav,the indians began to play the games of the games and the games of the indians in the united states it would be impossible to produce mother fodders to accept of all the isolations it would be if i could get them in at the end of the day before they could get them to the end of the machine for a few minutes or two or three or three or three or three or three or three or three or three or three or four feet from the machines
EX_95.wav,but the the the the the the the the the the the the the the
EX_96.wav,what's the matter with me i've got to see the girls in the hall and here i'm going to throw them up on the boy tree and they've pressed my coat the game of my pocket book and you've been looking at the noise of one of the other pocket days to my girls i've got to get them
EX_97.wav,i don't think you're going to let me have it if you like to see if you get it he he he cried you can't you you can't know that every one thinks your total facts right i know that every one thinks your total facts right what did you say you know when people like you drive down the streets with your own legs
EX_98.wav,i'm going to say it's all right but when he puts you on this is me back against a wall and another nigger blocked by the fight of millions they could because my shorty gone to some drive away i was forced to be at work there's naked things he's sleep but my spotted sisters was taken away for a week or so i'm sorry for the same time to say that you for the whole thing i've got to go to go to go to go to go to say and i've done so i'll say it i've done so i've got to say it i've done so i've got to say it i've got to say it i've got to go to go to go to go to go to say it i've got to say before i've got to pay for the same i've got to say before i've
EX_99.wav,it's a good deal of it they're going to stop with the white you've never owned a slave like people in living to day have ever been a slave so can we stop my toning for sense and we've never committed we stop and missus darling i'm getting back to it naturally i'm afraid it's all right i'm afraid it's a good thing it's a good one of it's a good thing it's a good thing it's a good thing it's a good thing it's a good thing it's a good thing it's a good thing it's a good thing it's a good thing it's all right of it's a good thing it's all right i's all right of it's all right i's all right i's all right of it's all right i's all right
EX_100.wav,i don't think it's not all right i don't believe it's all right you'd like that with my arm and that down on the road to the right road i don't know
EX_101.wav,i don't say it's like a lucky game zayign said i am only a man of my own business and then i don't mean a thing i dare
EX_102.wav,the other the other the greater the traveller however however however however however however however the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the the the the the the the the the the the
EX_103.wav,i've got a chance to get him out of his pocket he's got a piece of money and a piece of money he won't take it once and now it's not another nigger to take you on you too so you don't have it so you don't have it so you don't want to have it i't know i'm going to get myself in the way to get rid of making a piece of money he's
EX_104.wav,h o o o o o o o o o o o o o o o o o o
EX_105.wav,i'm afraid you're afraid you're afraid you're not going to say in that he can't breathe that's a continuous cycle going on and on order i don't live in the states but on black thought that so i say again fox you races white pea pools i said what i said and you'd run flat in likely it's not a blockheads
EX_106.wav,it was the greatest and the greatee yes yes yes yes yes yes yes yes yes yes yes it is it it was at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance at a distance
EX_107.wav,i'm afraid i'm afraid i'll take him back said he really he really really really say raising them something to expect but mere sanitarium just two masses for a few pieces maybe they've got two pieces like two pieces
EX_108.wav,he has a greater number than he has a greater number than we are we at the door of fire we must our fire
EX_109.wav,one apothecary mounted the dishes john does not die whatever you want god but i'm glad you're not punished by needle the doctor answered i'm not about to hear here here here here here he's a man who has done it only continued the matter for the purpose of getting up a good one of them a good one of them but a good one of you'll get a good one of them
EX_110.wav,it's a very terrible thing it's a matter of importance i've threw it over a cold spot it was too long to hold it it was too long to hold it i'm a man for so much a gift who would have told him that his horse would have been carried but when he told me to a horse and a horse and a horse and a horse and a horse and a horse and a horse and a horse and a horse and a horse and a horse a horse and a horse and a horse and a horse and a horse and a horse a horse a horse a horse a horse a horse a horse a horse and a horse and a horse a horse a horse and a horse and a horse a horse a horse a horse a horse a horse a horse a horse a horse a horse a horse a horse and a horse and a horse a horse a horse a horse a horse a horse a horse a horse a horse a horse a horse a horse and a horse
EX_111.wav,he had not heard it he said to the young man who understood it he shone chambers as a freshman at dally high school a boy's gown a purple player a member of the arteries and honourable student he was hanging round his teacher's glass from door in december the table he said with a suddenly as if he were at his word
EX_112.wav,a man who has a right and a right a right and a right to the right hand a man and a nail that would be done do i hear you never knew now i mean my death to meet me i am a bad man
EX_113.wav,a good deal of money and a good deal of money i don't know what i am going to make out of a so good drawing room i don't know said the young man with a good opinion
EX_114.wav,right down the hill he said he asked me for you that is the dealer we have read you better so before the romans are there that is utterly village out of it the romans flew out to day and if we should bring aback we'd on that house we sent for you back we all this i should go back upon you very well he said to the two or three or three or three persons but the two for the two for the two for them he said the two for the two for the two and the two for the two for the two for his purpose he said he said it was to the two for the two for the two and the two for the two for the two for the two and the two for the two for the two for the two for the two for the two for the two for the two for the two for the two for thetiest is to the two for the two for the two for the two for the two and the two
EX_115.wav,there's a new yorker here mister waller is in that way of going on a week or two indeed sir replied bob we're still waiting i'm going to get up
EX_116.wav,i don't know what i'm going to do with one hand or another the other i'm afraid the other will be at the end of the yard and the end of it will be at the end of a minute or two
EX_117.wav,that is that that that that that that is why why why why why why why why why why why why why why why why why why that that that that that is that that that that that that but that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that but that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that
EX_118.wav,the president says that the president is a good deal a good deal better monseigneur gourville monsieur gourville returned the president
