,file_name,transcription,text,text_prediction
10,hate_video_110.wav,i'm a man and a man alive yes sir and i'm afraid of it all over and round he carried it and all is open it is more than that of a man who is a man than a man's a man's a man's man than a man's a man's a man and a man a man's a man and a man's a man's a man and a man and a man and a man a man and a man's a man and a man and a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man a man,im man man alive yes sir im afraid round carried open man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man man,__label__anger
11,hate_video_111.wav,when long ago the gods created earth in jove's fair image men was shaped at birth the beasts for lesser parts were next designed yet were they too remote from human kind yet were they too remote from human kind to fill the camp and join the rest a man the limp the end host can see the clammmies they rob the phoena,long ago god created earth jove fair image men shaped birth beast lesser part next designed yet remote human kind yet remote human kind fill camp join rest man limp end host see clammmies rob phoena,__label__joy
12,hate_video_112.wav,what is the matter with it it is an an an an ants ant ant ant,matter ant ant ant ant,__label__joy
13,hate_video_113.wav,missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus,missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus missus,__label__anger
14,hate_video_114.wav,i'm going to get ahead of him i'll get him back to him and get the fox and jump into the hole and jump into the hole,im going get ahead ill get back get fox jump hole jump hole,__label__sadness
15,hate_video_115.wav,the appearance of a figure figure thicker thicker thicker theory well contentsable for plays is one of the people to cop out the antennaetates and i'm going to call it out at last a picker picker picker picker picker picker picker picker picker picker picker picker picker picker picker picker sticker sticker sticker sticker sticker sticker stickle picker sticker stickle picker sticker sticker sticker sticker sticker sticker sticker sticker sticker sticker sticks quickly becomes he gets quicker sticks quicker sticks quicker sticks quicker sticks quicker sticker sticker sticker sticks quicker sticks quicker sticks quicker sticks quicker sticks quicker sticks quicker sticker sticker sticker sticks quicker sticks quickers quicker sticker,appearance figure figure thicker thicker thicker theory well contentsable play one people cop antennaetates im going call last picker picker picker picker picker picker picker picker picker picker picker picker picker picker picker picker sticker sticker sticker sticker sticker sticker stickle picker sticker stickle picker sticker sticker sticker sticker sticker sticker sticker sticker sticker sticker stick quickly becomes get quicker stick quicker stick quicker stick quicker stick quicker sticker sticker sticker stick quicker stick quicker stick quicker stick quicker stick quicker stick quicker sticker sticker sticker stick quicker stick quickers quicker sticker,__label__joy
16,hate_video_116.wav,i think you'll be afraid he'll get you worth a bit of that you've got a bad plan if you won't leave you rope monkey and you're afraid you'll make a way my country i'm the top you and mud you came up in your pockets at the end of the hole he said with a suddenly he whispered,think youll afraid hell get worth bit youve got bad plan wont leave rope monkey youre afraid youll make way country im top mud came pocket end hole said suddenly whispered,__label__fear
17,hate_video_117.wav,au er niggard niggard niggard not a half hour you think of the fact that happened to him,au er niggard niggard niggard half hour think fact happened,__label__joy
18,hate_video_118.wav,i'm afraid i'll make it a good deal of it i'll get it quickly the others began to crack stop asking for answers i'll please i'll take you back to the house i think we'll take it i'll take it i'll take it and i'll take it up and get a good deal of it i'll make it a good deal of it to get it i'll make it i'll make it when i'll make it take it up and take it up and take it up and take it up and take it up and take it up and take it up and take it out of it and take it out and take it back to the others a good by the bag and take it up and take it and take it out of it and take it and take it up and take it up and take it up and take it up and take it up and take it up and take,im afraid ill make good deal ill get quickly others began crack stop asking answer ill please ill take back house think well take ill take ill take ill take get good deal ill make good deal get ill make ill make ill make take take take take take take take take take take back others good bag take take take take take take take take take take take,__label__joy
19,hate_video_119.wav,what is the matter with it he said to himself what is it the matter with him when the gater killed a baby no one called it a radical cause it's obvious that all of them are dangerous animals the handmaids are not exactly what it is he replied to us he shouted but we'll see what he said to us he said but we'll see what it's a piece of it's a piece of it was a piece of it was a piece of it was a piece of it was a piece of it was a piece of it we's a piece of it was a piece of it he said he said he said he's a piece he's a piece of it was a piece and we's a piece and we's a piece and we's a piece he's a piece and we's a piece and we's a piece and we's a piece he's a,matter said matter gater killed baby one called radical cause obvious dangerous animal handmaid exactly replied u shouted well see said u said well see piece piece piece piece piece piece piece wes piece piece said said said he piece he piece piece wes piece wes piece wes piece he piece wes piece wes piece wes piece he,__label__joy
20,hate_video_12.wav,and a man and a man and a man alone alone alone alone alone alone alone and alone alone,man man man alone alone alone alone alone alone alone alone alone,__label__sadness
21,hate_video_120.wav,delightedly delighted and delighted at it all all all all all all all all all all all all all all all all all all all all all all all all all all all all all all all all all he was a delighted and a delightedly delightedly delighted and a delightedly delightedly delighted and a delightedly delightedly delighted and a delighted and a delightedly delightedly delightedly delightedly delighted and delightedly delightedly delighted and delighted and delighted and delighted and delighted and delighted and delighted and delightedly delighted and delighted at a delighted at a delightedly delightedly delightedly delightedly delightedly delighted and delightedly delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted at a sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat a delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted and delighted,delightedly delighted delighted delighted delightedly delightedly delighted delightedly delightedly delighted delightedly delightedly delighted delighted delightedly delightedly delightedly delightedly delighted delightedly delightedly delighted delighted delighted delighted delighted delighted delighted delightedly delighted delighted delighted delightedly delightedly delightedly delightedly delightedly delighted delightedly delighted delighted delighted delighted delighted delighted delighted delighted delighted sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat sat delighted delighted delighted delighted delighted delighted delighted delighted delighted delighted delighted delighted delighted delighted delighted delighted delighted,__label__joy
22,hate_video_121.wav,a man alone alone alone alone a man a man,man alone alone alone alone man man,__label__sadness
23,hate_video_122.wav,the other the other the other the other the other the the the the therrozzar and the rajajajajajajaja what is a rajajajajar the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the other the the the the the the the the the the the the the the the the the the the the the the the other the other the the other the the the the the the other the the the the the other the the the the the the the the the the the the other the other the the the the the the the the the the the the the the the,therrozzar rajajajajajajaja rajajajajar,__label__surprise
24,hate_video_123.wav,why a water some more and black than all they can do is sealing so crack why should black and beautiful were to them as a given it really is strange to them as want white women the soap was advanced or folks wouldn't smell but stand down when the niggers smells baddest health they worship a nigger they hold mister king he didn't wash wrong just then they don't like them black masters can't you see them back back along in a tree,water black sealing crack black beautiful given really strange want white woman soap advanced folk wouldnt smell stand nigger smell baddest health worship nigger hold mister king didnt wash wrong dont like black master cant see back back along tree,__label__fear
25,hate_video_124.wav,a esquimaux blackfellow blue or the staining gun often high thrives in jail his welfare jack is in the main some forty offspring have been had not one lever call him dead in any hours day and night i've lain dey one point it's in sprout's ship it's him it's his plan it's my turn it's my turn it's too strong it's my turn it's too strong it's my turn it's my turn it's too,esquimaux blackfellow blue staining gun often high thrives jail welfare jack main forty offspring one lever call dead hour day night ive lain dey one point sprout ship plan turn turn strong turn strong turn turn,__label__joy
26,hate_video_125.wav,in the middle of the river and over the river and over the coast of the river it's aposa and over and on the river,middle river river coast river aposa river,__label__fear
27,hate_video_126.wav,i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i am i i i i i i i i i i i i i i i i, ,__label__surprise
28,hate_video_127.wav,as abeams and abeams and abeams,abeams abeams abeams,__label__surprise
29,hate_video_128.wav,he cried quickly and quickly and quickly and quickly jumped out of the saddle and jumped back to the back of the saddle and jumped back to the saddle and jumped back to the top of the hill he jumped back he cried quickly,cried quickly quickly quickly quickly jumped saddle jumped back back saddle jumped back saddle jumped back top hill jumped back cried quickly,__label__joy
30,hate_video_129.wav,in the dentitation of his own mentalities and insanity i really mean a man i mean those things i'm not going to live in,dentitation mentality insanity really mean man mean thing im going live,__label__sadness
31,hate_video_13.wav,argonauts and argonauts and argonauts u u u u u u u u u urans arras and ardens and arras and arras and ardens and argos and arzarzarzar and armagos and arzano and arzano and arzano and arzano and arzano and arzanos and armagos and arzano and arzano and arzano and arzano and armagos and arzano and arzanos and arzanos and arzano and arzano and arzano and arzano and arzano and arzano and arzano and arza and arza,argonaut argonaut argonaut u u u u u u u u u urans arras ardens arras arras ardens argo arzarzarzar armagos arzano arzano arzano arzano arzano arzanos armagos arzano arzano arzano arzano armagos arzano arzanos arzanos arzano arzano arzano arzano arzano arzano arzano arza arza,__label__sadness
32,hate_video_130.wav,my hate for niggers is so great my harperns for their death night till the dusk of day the night is when they chimp out steal eating fry chicken till day's dawn grease some stink wide noses and nigger feet killing niggers is all i do while waiting for the moments when i hear oogaboo o o o o o o o,hate nigger great harperns death night till dusk day night chimp steal eating fry chicken till day dawn grease stink wide nose nigger foot killing nigger waiting moment hear oogaboo,__label__fear
33,hate_video_131.wav,it's the way they're waiting and the moon and the moon came and the moon came and the moon came and the moon came and the rain came from the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen the kitchen,way theyre waiting moon moon came moon came moon came moon came rain came kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen kitchen,__label__sadness
34,hate_video_132.wav,he was a man of fifty five cents a dozen dollars and a dozen dollars and a pound of the money and one of the others put it on his pockets one of the loads and the other put it on the back against the wall he had a piece of that piece of paper he made a piece of paper he made a piece of paper,man fifty five cent dozen dollar dozen dollar pound money one others put pocket one load put back wall piece piece paper made piece paper made piece paper,__label__joy
35,hate_video_133.wav,that was a great deal of weight in the amount of weight in order to get it out of it all the water the water water the water the water the water was boiling and the amount of it was made by the weight the weight of the weight of the weight the weight of the weight of the weight the weight of the weight was divided by the weight of the weight of the weight and the weight of the weight of the weight was divided the weight of the weight of the weight was divided it was divided by the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight of the weight and the weight of the weight of the weight of the weight of,great deal weight amount weight order get water water water water water water boiling amount made weight weight weight weight weight weight weight weight weight divided weight weight weight weight weight weight divided weight weight weight divided divided weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight weight,__label__sadness
36,hate_video_134.wav,the better the better the better the better the better the better all all all all all all all all all all all all all all right all all all all all all all all all all all the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the better the,better better better better better better right better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better better,__label__joy
37,hate_video_135.wav,i'm afraid it's a good deal of it said the young man to get the worst of the other things he wanted to get out i'd to work for you but he's a good deal,im afraid good deal said young man get worst thing wanted get id work he good deal,__label__joy
38,hate_video_136.wav,the others who at the time have not completed them the regular watch of the american country is on foot in one part of the moccasin three departments of the locomotives and one is common three divided parts in part of the various parts of the various parts and parts and part of the various parts in parts are the part of the various part of the various parts of the various parts and parts the part of the part of the part of the part of the part of the various part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part of the part,others time completed regular watch american country foot one part moccasin three department locomotive one common three divided part part various part various part part part various part part part various part various part various part part part part part part part various part part part part part part part part part part part part part part part part part part part part part part part part part part part part part,__label__joy
39,hate_video_137.wav,i'm going to get rid of the wagons and make a great deal of it when i'm going to get them out for you're getting long it's long it won't go on in the wheels for you're going to go home with me a little nigger's i am going to get up and i'll get up and see what i'm going to try to get rid of the wagon i'll get up and i'll get up and get a good night to see if i'll get in the wagon i'll get in the wagon i'll get in the wagon i'll get a good night to try to get a good night to get a good night to get a good night to get a good night to get a good night to get a good night to get a good night i'll to get a good night to get the wagon i's and get the wagon i's and get the,im going get rid wagon make great deal im going get youre getting long long wont go wheel youre going go home little nigger going get ill get see im going try get rid wagon ill get ill get get good night see ill get wagon ill get wagon ill get wagon ill get good night try get good night get good night get good night get good night get good night get good night get good night ill get good night get wagon get wagon get,__label__joy
40,hate_video_138.wav,and a man in the land and a man in the land and in the land a land of ammoneger and a want of a free and a land of the lake's eight bay and then the land and i don't believe they'll be abandoned by the land,man land man land land land ammoneger want free land lake eight bay land dont believe theyll abandoned land,__label__joy
41,hate_video_139.wav,ah ah ah ah oh no no no no no no no no no no no no no no no no no no no no no no no no no ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah,ah ah ah ah oh ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah,__label__love
42,hate_video_14.wav,what is it what is it what a ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha what is it what is it,ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,__label__joy
43,hate_video_140.wav,mister mister mister mister mister bell was regarded what are you brought with you what are you called mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister,mister mister mister mister mister bell regarded brought called mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister mister,__label__sadness
44,hate_video_141.wav,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the, ,__label__surprise
45,hate_video_142.wav,argonaut and argonado and argonaut and argonaut and argonado and argonado and argonadonado and argonado and argonado and argonado and argonadonado and argonadonadonadona,argonaut argonado argonaut argonaut argonado argonado argonadonado argonado argonado argonado argonadonado argonadonadonadona,__label__joy
46,hate_video_143.wav,black and black and black that don't flock in support the black lad's man amused me at the end of the day mother thought the only black people voted for sucking down drop you won't write what the fog has come all right to my page we're sniggers snaggers,black black black dont flock support black lad man amused end day mother thought black people voted sucking drop wont write fog come right page snigger snaggers,__label__joy
47,hate_video_144.wav,that's the way you're going to take me back said the old man what's the matter i've got this chance for you all called the nigger boy you got a punch then cracked nigger's neck three times from left to right on the ground i'm going to get the hole he cried to the ground,thats way youre going take back said old man whats matter ive got chance called nigger boy got punch cracked nigger neck three time left right ground im going get hole cried ground,__label__joy
48,hate_video_145.wav,or he haven't nigger mare we don't need any more nigger big shots or he haven't nigger mare we don't need any more nigger big shots or he haven't nigger mare we don't need any more nigger big shots or he haven't nigger mare we don't need any more nigger big shots,havent nigger mare dont need nigger big shot havent nigger mare dont need nigger big shot havent nigger mare dont need nigger big shot havent nigger mare dont need nigger big shot,__label__sadness
49,hate_video_146.wav,he's he says he's a fool a little a little a little a little a little a little and a little a little a little he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he,he say he fool little little little little little little little little little say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say say,__label__anger
50,hate_video_148.wav,it is a great deal that it is a crime that only a new year ah this is a story of this woman a white woman twenty two years old a woman a white woman twenty two years old three thousand and three thousand pounds a dozen thousand pounds a dozen pounds worthy of it three thousand pounds three thousand pounds a thousand pounds a thousand pounds a thousand pounds a thousand pounds a thousand pounds of it is three thousand pounds of it is three thousand pounds three thousand thousand thousand thousand thousand thousand thousand thousand pounds a thousand thousand thousand thousand pounds a thousand thousand thousand pounds of it is three pounds three pounds three pounds three pounds three pounds three pounds three pounds three thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand pounds three thousand pounds three thousand thousand thousand pounds three pounds three pounds,great deal crime new year ah story woman white woman twenty two year old woman white woman twenty two year old three thousand three thousand pound dozen thousand pound dozen pound worthy three thousand pound three thousand pound thousand pound thousand pound thousand pound thousand pound thousand pound three thousand pound three thousand pound three thousand thousand thousand thousand thousand thousand thousand thousand pound thousand thousand thousand thousand pound thousand thousand thousand pound three pound three pound three pound three pound three pound three pound three pound three thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand thousand pound three thousand pound three thousand thousand thousand pound three pound three pound,__label__joy
51,hate_video_149.wav,that's the only thing to be done i've got a music on the ground now there you know i thought i'd spice things up a little to night i hate things however and it ain't he eighteen eighteen so young so full of life so much time of us is it a beautiful,thats thing done ive got music ground know thought id spice thing little night hate thing however aint eighteen eighteen young full life much time u beautiful,__label__joy
52,hate_video_15.wav,i don't know what i'm going to do that replied the lad's matter to you good by to that i can't i can wipe you at bucky dog's head i'll catch you at bucky dog,dont know im going replied lad matter good cant wipe bucky dog head ill catch bucky dog,__label__fear
53,hate_video_150.wav,but i did not read the letter i heard i heard i heard i heard i heard he heard i heard he he heard he he heard he he heard he he heard he he heard he he heard he he heard it read it read it read it read it read it read it and read it read it and read it and read it read it and read it read it read it read it read it and read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it read it,read letter heard heard heard heard heard heard heard heard heard heard heard heard heard heard read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read read,__label__joy
